



2025-04-09T20:55:01.079743600-06:00,1.32,"Discord.exe (PID: 6448): 1.48%
iCloudHome.exe (PID: 15148): 0.80%
chrome.exe (PID: 26524): 0.79%
EpicGamesLauncher.exe (PID: 4164): 0.57%
VoicemodDesktop.exe (PID: 12044): 0.53%",9934MB,,1996KB
2025-04-09T21:05:01.129239600-06:00,10.82,"explorer.exe (PID: 17988): 13.24%
Discord.exe (PID: 6448): 7.63%
chrome.exe (PID: 26524): 2.47%
chrome.exe (PID: 13064): 2.15%
chrome.exe (PID: 7332): 1.66%",9836MB,,11514KB
2025-04-09T21:15:01.179208200-06:00,10.81,"explorer.exe (PID: 17988): 16.07%
chrome.exe (PID: 26524): 2.03%
Discord.exe (PID: 6448): 1.03%
iCloudHome.exe (PID: 15148): 1.01%
chrome.exe (PID: 13064): 0.68%",9748MB,,1171KB
2025-04-09T21:25:01.240629600-06:00,10.57,"explorer.exe (PID: 17988): 15.65%
chrome.exe (PID: 26524): 2.02%
Discord.exe (PID: 6448): 1.16%
iCloudHome.exe (PID: 15148): 0.97%
EpicGamesLauncher.exe (PID: 4164): 0.68%",9798MB,,1111KB
2025-04-09T21:35:01.294428300-06:00,11.83,"explorer.exe (PID: 17988): 16.79%
Discord.exe (PID: 6448): 3.09%
chrome.exe (PID: 26524): 2.17%
chrome.exe (PID: 7332): 1.37%
chrome.exe (PID: 13064): 1.30%",10596MB,,18977KB
2025-04-09T21:45:01.367748900-06:00,26.76,"Discord.exe (PID: 6448): 14.54%
explorer.exe (PID: 17988): 11.36%
chrome.exe (PID: 13064): 4.54%
chrome.exe (PID: 7332): 4.30%
VoicemodDesktop.exe (PID: 12044): 3.94%",14085MB,,199556KB
2025-04-09T21:55:01.570727500-06:00,74.12,"FortniteClient-Win64-Shipping.exe (PID: 19488): 615.68%
Discord.exe (PID: 6448): 32.51%
audiodg.exe (PID: 11700): 12.24%
VoicemodDesktop.exe (PID: 12044): 9.25%
VoicemodDesktop.exe (PID: 15596): 7.83%",16994MB,,77439KB
2025-04-09T22:05:01.750171100-06:00,62.88,"FortniteClient-Win64-Shipping.exe (PID: 19488): 547.35%
Discord.exe (PID: 6448): 26.88%
audiodg.exe (PID: 11700): 12.67%
VoicemodDesktop.exe (PID: 12044): 9.21%
VoicemodDesktop.exe (PID: 15596): 7.57%",17279MB,,68279KB
2025-04-09T22:15:01.942981800-06:00,67.78,"FortniteClient-Win64-Shipping.exe (PID: 19488): 573.20%
Discord.exe (PID: 6448): 28.98%
audiodg.exe (PID: 11700): 11.61%
VoicemodDesktop.exe (PID: 12044): 9.55%
VoicemodDesktop.exe (PID: 15596): 9.23%",16044MB,,70601KB
2025-04-09T22:25:02.168501200-06:00,58.04,"FortniteClient-Win64-Shipping.exe (PID: 19488): 466.72%
Discord.exe (PID: 6448): 29.81%
chrome.exe (PID: 13064): 13.71%
audiodg.exe (PID: 11700): 12.73%
VoicemodDesktop.exe (PID: 12044): 9.46%",17365MB,,131401KB
2025-04-09T22:35:04.421071500-06:00,70.22,"FortniteClient-Win64-Shipping.exe (PID: 19488): 577.82%
Discord.exe (PID: 6448): 29.03%
chrome.exe (PID: 13064): 19.79%
audiodg.exe (PID: 11700): 11.69%
VoicemodDesktop.exe (PID: 12044): 9.69%",17414MB,,39788KB
2025-04-09T22:45:04.650119500-06:00,59.84,"FortniteClient-Win64-Shipping.exe (PID: 19488): 462.59%
Discord.exe (PID: 6448): 27.36%
chrome.exe (PID: 13064): 14.19%
audiodg.exe (PID: 11700): 13.71%
VoicemodDesktop.exe (PID: 12044): 10.05%",16478MB,,91984KB
2025-04-09T22:55:04.862917700-06:00,32.60,"FortniteClient-Win64-Shipping.exe (PID: 19488): 189.12%
audiodg.exe (PID: 11700): 7.99%
VoicemodDesktop.exe (PID: 12044): 7.46%
VoicemodDesktop.exe (PID: 15596): 6.85%
svchost.exe (PID: 22108): 6.22%",16733MB,,240210KB
2025-04-09T23:05:05.005265500-06:00,33.88,"FortniteClient-Win64-Shipping.exe (PID: 19488): 172.78%
Discord.exe (PID: 26732): 34.87%
Discord.exe (PID: 9668): 10.14%
audiodg.exe (PID: 11700): 9.58%
VoicemodDesktop.exe (PID: 12044): 7.25%",16770MB,,258712KB
2025-04-09T23:15:05.195097300-06:00,68.11,"FortniteClient-Win64-Shipping.exe (PID: 19488): 618.03%
Discord.exe (PID: 26732): 33.77%
audiodg.exe (PID: 11700): 11.48%
VoicemodDesktop.exe (PID: 12044): 8.75%
svchost.exe (PID: 22108): 7.84%",17627MB,,40735KB
2025-04-09T23:25:05.469577300-06:00,69.84,"FortniteClient-Win64-Shipping.exe (PID: 19488): 554.22%
Discord.exe (PID: 26732): 30.98%
audiodg.exe (PID: 11700): 13.37%
VoicemodDesktop.exe (PID: 12044): 9.37%
svchost.exe (PID: 22108): 7.88%",18172MB,,117384KB
2025-04-09T23:35:05.753303400-06:00,69.47,"FortniteClient-Win64-Shipping.exe (PID: 19488): 617.05%
Discord.exe (PID: 26732): 34.43%
audiodg.exe (PID: 11700): 11.94%
VoicemodDesktop.exe (PID: 12044): 9.65%
svchost.exe (PID: 22108): 7.88%",17580MB,,35151KB
2025-04-09T23:45:05.983209-06:00,69.04,"FortniteClient-Win64-Shipping.exe (PID: 19488): 563.22%
Discord.exe (PID: 26732): 28.65%
audiodg.exe (PID: 11700): 13.28%
VoicemodDesktop.exe (PID: 12044): 9.32%
svchost.exe (PID: 22108): 7.84%",17343MB,,101575KB
2025-04-09T23:55:06.239017500-06:00,39.05,"FortniteClient-Win64-Shipping.exe (PID: 19488): 306.12%
Discord.exe (PID: 26732): 24.11%
audiodg.exe (PID: 11700): 9.16%
VoicemodDesktop.exe (PID: 12044): 7.18%
svchost.exe (PID: 22108): 6.44%",16611MB,,126611KB
2025-04-10T00:05:06.394621600-06:00,56.16,"FortniteClient-Win64-Shipping.exe (PID: 19488): 429.25%
Discord.exe (PID: 26732): 28.87%
audiodg.exe (PID: 11700): 11.95%
VoicemodDesktop.exe (PID: 12044): 8.65%
VoicemodDesktop.exe (PID: 15596): 8.55%",16793MB,,158105KB
2025-04-10T00:15:06.625955400-06:00,71.11,"FortniteClient-Win64-Shipping.exe (PID: 19488): 586.75%
Discord.exe (PID: 26732): 29.94%
audiodg.exe (PID: 11700): 11.68%
chrome.exe (PID: 13064): 9.65%
VoicemodDesktop.exe (PID: 12044): 9.64%",17694MB,,56600KB
2025-04-10T00:25:06.894684300-06:00,65.10,"FortniteClient-Win64-Shipping.exe (PID: 19488): 561.72%
Discord.exe (PID: 26732): 29.14%
audiodg.exe (PID: 11700): 13.76%
VoicemodDesktop.exe (PID: 12044): 9.00%
svchost.exe (PID: 22108): 7.92%",18212MB,,129358KB
2025-04-10T00:35:07.150698-06:00,74.68,"FortniteClient-Win64-Shipping.exe (PID: 19488): 614.54%
Discord.exe (PID: 26732): 31.72%
audiodg.exe (PID: 11700): 12.23%
VoicemodDesktop.exe (PID: 12044): 9.24%
svchost.exe (PID: 22108): 7.87%",17819MB,,27195KB
2025-04-10T00:45:07.376729600-06:00,67.28,"FortniteClient-Win64-Shipping.exe (PID: 19488): 596.69%
Discord.exe (PID: 26732): 31.57%
audiodg.exe (PID: 11700): 13.34%
VoicemodDesktop.exe (PID: 12044): 9.25%
svchost.exe (PID: 22108): 8.40%",17265MB,,52504KB
2025-04-10T00:55:07.615823900-06:00,74.78,"FortniteClient-Win64-Shipping.exe (PID: 19488): 540.47%
chrome.exe (PID: 26892): 36.14%
chrome.exe (PID: 13064): 32.00%
Discord.exe (PID: 26732): 29.65%
audiodg.exe (PID: 11700): 15.34%",18464MB,,80828KB
2025-04-10T01:05:07.891451800-06:00,65.24,"FortniteClient-Win64-Shipping.exe (PID: 19488): 484.12%
Discord.exe (PID: 26732): 35.27%
chrome.exe (PID: 26892): 28.40%
chrome.exe (PID: 13064): 27.39%
Discord.exe (PID: 9668): 9.88%",17521MB,,99983KB
2025-04-10T01:15:08.047969400-06:00,31.75,"Discord.exe (PID: 26732): 25.27%
chrome.exe (PID: 26892): 21.15%
chrome.exe (PID: 13064): 18.61%
audiodg.exe (PID: 11700): 11.61%
VoicemodDesktop.exe (PID: 12044): 7.14%",11619MB,,71906KB
2025-04-10T01:25:08.120531100-06:00,30.07,"RobloxPlayerBeta.exe (PID: 26344): 194.99%
Discord.exe (PID: 26732): 19.81%
chrome.exe (PID: 13064): 19.19%
chrome.exe (PID: 26892): 13.33%
chrome.exe (PID: 26524): 7.61%",11732MB,,38187KB
2025-04-10T01:35:08.182848800-06:00,24.25,"RobloxPlayerBeta.exe (PID: 26344): 173.50%
Discord.exe (PID: 26732): 18.92%
audiodg.exe (PID: 11700): 10.89%
svchost.exe (PID: 28260): 7.47%
VoicemodDesktop.exe (PID: 12044): 6.72%",11957MB,,45266KB
2025-04-10T01:45:08.242420700-06:00,25.90,"RobloxPlayerBeta.exe (PID: 26344): 178.45%
Discord.exe (PID: 26732): 19.46%
audiodg.exe (PID: 11700): 7.78%
svchost.exe (PID: 28260): 7.04%
VoicemodDesktop.exe (PID: 12044): 6.51%",12077MB,,50359KB
2025-04-10T01:55:08.309376-06:00,25.34,"RobloxPlayerBeta.exe (PID: 26344): 193.23%
Discord.exe (PID: 26732): 21.34%
audiodg.exe (PID: 11700): 11.13%
svchost.exe (PID: 28260): 7.29%
VoicemodDesktop.exe (PID: 12044): 6.82%",11661MB,,45481KB
2025-04-10T02:05:08.371154600-06:00,8.36,"Discord.exe (PID: 26732): 6.59%
VoicemodDesktop.exe (PID: 12044): 4.72%
audiodg.exe (PID: 11700): 3.90%
explorer.exe (PID: 17988): 1.68%
iCloudHome.exe (PID: 15148): 1.07%",7403MB,,11193KB
2025-04-10T02:15:08.423473400-06:00,2.26,"VoicemodDesktop.exe (PID: 12044): 3.74%
explorer.exe (PID: 17988): 2.70%
audiodg.exe (PID: 11700): 2.48%
Discord.exe (PID: 26732): 1.02%
iCloudHome.exe (PID: 15148): 0.71%",7599MB,,1417KB
2025-04-10T02:25:08.482614500-06:00,1.86,"VoicemodDesktop.exe (PID: 12044): 4.01%
audiodg.exe (PID: 11700): 2.27%
explorer.exe (PID: 17988): 2.05%
iCloudHome.exe (PID: 15148): 0.77%
Discord.exe (PID: 26732): 0.76%",7485MB,,876KB
2025-04-10T02:35:08.531942900-06:00,1.77,"VoicemodDesktop.exe (PID: 12044): 3.29%
audiodg.exe (PID: 11700): 2.39%
explorer.exe (PID: 17988): 1.97%
iCloudHome.exe (PID: 15148): 0.70%
Discord.exe (PID: 26732): 0.69%",7505MB,,736KB
2025-04-10T02:45:08.577558300-06:00,1.97,"VoicemodDesktop.exe (PID: 12044): 3.94%
explorer.exe (PID: 17988): 2.64%
audiodg.exe (PID: 11700): 2.31%
EpicGamesLauncher.exe (PID: 4164): 1.21%
Discord.exe (PID: 26732): 0.89%",7531MB,,1159KB
2025-04-10T02:55:08.634547-06:00,1.76,"VoicemodDesktop.exe (PID: 12044): 3.53%
audiodg.exe (PID: 11700): 2.28%
explorer.exe (PID: 17988): 1.86%
Discord.exe (PID: 26732): 0.74%
iCloudHome.exe (PID: 15148): 0.71%",7526MB,,704KB
2025-04-10T03:05:08.679747100-06:00,1.72,"VoicemodDesktop.exe (PID: 12044): 4.12%
audiodg.exe (PID: 11700): 2.28%
explorer.exe (PID: 17988): 1.50%
EpicGamesLauncher.exe (PID: 4164): 0.74%
iCloudHome.exe (PID: 15148): 0.66%",7506MB,,1099KB
2025-04-10T03:15:08.724643900-06:00,1.89,"VoicemodDesktop.exe (PID: 12044): 3.74%
explorer.exe (PID: 17988): 1.95%
audiodg.exe (PID: 11700): 1.82%
iCloudHome.exe (PID: 15148): 0.80%
Discord.exe (PID: 26732): 0.64%",7543MB,,728KB
2025-04-10T03:25:08.779046600-06:00,1.57,"VoicemodDesktop.exe (PID: 12044): 3.91%
audiodg.exe (PID: 11700): 2.84%
iCloudHome.exe (PID: 15148): 0.66%
Discord.exe (PID: 26732): 0.60%
EpicGamesLauncher.exe (PID: 4164): 0.46%",7454MB,,3042KB
2025-04-10T03:35:08.826932600-06:00,1.48,"VoicemodDesktop.exe (PID: 12044): 3.51%
audiodg.exe (PID: 11700): 1.31%
iCloudHome.exe (PID: 15148): 0.68%
Discord.exe (PID: 26732): 0.67%
explorer.exe (PID: 17988): 0.58%",7432MB,,574KB
2025-04-10T03:45:08.871578-06:00,1.40,"VoicemodDesktop.exe (PID: 12044): 4.40%
audiodg.exe (PID: 11700): 3.42%
Discord.exe (PID: 26732): 0.76%
iCloudHome.exe (PID: 15148): 0.70%
explorer.exe (PID: 17988): 0.53%",7466MB,,596KB
2025-04-10T03:55:08.926980-06:00,1.42,"VoicemodDesktop.exe (PID: 12044): 3.81%
audiodg.exe (PID: 11700): 1.43%
Discord.exe (PID: 26732): 0.77%
iCloudHome.exe (PID: 15148): 0.68%
EpicGamesLauncher.exe (PID: 4164): 0.64%",7443MB,,729KB
2025-04-10T04:05:08.972418500-06:00,1.61,"VoicemodDesktop.exe (PID: 12044): 3.98%
audiodg.exe (PID: 11700): 3.48%
Discord.exe (PID: 26732): 0.80%
iCloudHome.exe (PID: 15148): 0.64%
explorer.exe (PID: 17988): 0.47%",7541MB,,709KB
2025-04-10T04:15:09.020909300-06:00,1.45,"VoicemodDesktop.exe (PID: 12044): 4.25%
audiodg.exe (PID: 11700): 1.52%
Discord.exe (PID: 26732): 0.89%
iCloudHome.exe (PID: 15148): 0.72%
EpicGamesLauncher.exe (PID: 4164): 0.53%",7458MB,,716KB
2025-04-10T04:25:09.074509300-06:00,1.51,"audiodg.exe (PID: 11700): 3.63%
VoicemodDesktop.exe (PID: 12044): 3.57%
Discord.exe (PID: 26732): 0.85%
iCloudHome.exe (PID: 15148): 0.65%
EpicGamesLauncher.exe (PID: 4164): 0.49%",7492MB,,717KB
2025-04-10T04:35:09.119338400-06:00,1.43,"VoicemodDesktop.exe (PID: 12044): 3.90%
audiodg.exe (PID: 11700): 1.61%
Discord.exe (PID: 26732): 0.74%
iCloudHome.exe (PID: 15148): 0.64%
EpicGamesLauncher.exe (PID: 4164): 0.57%",7478MB,,569KB
2025-04-10T04:45:09.165714800-06:00,1.44,"VoicemodDesktop.exe (PID: 12044): 3.55%
audiodg.exe (PID: 11700): 3.54%
Discord.exe (PID: 26732): 0.77%
iCloudHome.exe (PID: 15148): 0.71%
EpicGamesLauncher.exe (PID: 4164): 0.60%",7475MB,,746KB
2025-04-10T04:55:09.221297100-06:00,1.43,"VoicemodDesktop.exe (PID: 12044): 3.95%
audiodg.exe (PID: 11700): 1.53%
Discord.exe (PID: 26732): 0.72%
iCloudHome.exe (PID: 15148): 0.68%
explorer.exe (PID: 17988): 0.58%",7471MB,,658KB
2025-04-10T05:05:09.271106100-06:00,1.44,"VoicemodDesktop.exe (PID: 12044): 3.29%
audiodg.exe (PID: 11700): 3.27%
Discord.exe (PID: 26732): 0.71%
iCloudHome.exe (PID: 15148): 0.68%
EpicGamesLauncher.exe (PID: 4164): 0.48%",7439MB,,715KB
2025-04-10T05:15:09.315200500-06:00,1.59,"VoicemodDesktop.exe (PID: 12044): 3.90%
audiodg.exe (PID: 11700): 1.48%
Discord.exe (PID: 26732): 0.81%
iCloudHome.exe (PID: 15148): 0.68%
explorer.exe (PID: 17988): 0.59%",7493MB,,586KB
2025-04-10T05:25:09.368941200-06:00,1.53,"VoicemodDesktop.exe (PID: 12044): 3.39%
audiodg.exe (PID: 11700): 3.21%
iCloudHome.exe (PID: 15148): 0.61%
Discord.exe (PID: 26732): 0.56%
explorer.exe (PID: 17988): 0.55%",7473MB,,927KB
2025-04-10T05:35:09.417168600-06:00,1.44,"VoicemodDesktop.exe (PID: 12044): 3.87%
audiodg.exe (PID: 11700): 1.40%
Discord.exe (PID: 26732): 0.81%
iCloudHome.exe (PID: 15148): 0.66%
EpicGamesLauncher.exe (PID: 4164): 0.41%",7437MB,,610KB
2025-04-10T05:45:09.462440600-06:00,1.43,"VoicemodDesktop.exe (PID: 12044): 3.21%
audiodg.exe (PID: 11700): 3.00%
iCloudHome.exe (PID: 15148): 0.72%
Discord.exe (PID: 26732): 0.53%
EpicGamesLauncher.exe (PID: 4164): 0.52%",7491MB,,685KB
2025-04-10T05:55:09.515405600-06:00,1.50,"VoicemodDesktop.exe (PID: 12044): 3.68%
audiodg.exe (PID: 11700): 1.84%
Discord.exe (PID: 26732): 0.67%
iCloudHome.exe (PID: 15148): 0.67%
EpicGamesLauncher.exe (PID: 4164): 0.64%",7513MB,,702KB
2025-04-10T06:05:09.563837900-06:00,1.50,"VoicemodDesktop.exe (PID: 12044): 4.16%
audiodg.exe (PID: 11700): 2.59%
Discord.exe (PID: 26732): 0.92%
explorer.exe (PID: 17988): 0.75%
iCloudHome.exe (PID: 15148): 0.72%",7487MB,,865KB
2025-04-10T06:15:09.611852200-06:00,1.56,"VoicemodDesktop.exe (PID: 12044): 3.74%
audiodg.exe (PID: 11700): 2.20%
Discord.exe (PID: 26732): 0.72%
iCloudHome.exe (PID: 15148): 0.69%
EpicGamesLauncher.exe (PID: 4164): 0.52%",7528MB,,579KB
2025-04-10T06:25:09.666048800-06:00,1.74,"VoicemodDesktop.exe (PID: 12044): 3.78%
audiodg.exe (PID: 11700): 2.36%
explorer.exe (PID: 17988): 0.79%
Discord.exe (PID: 26732): 0.72%
iCloudHome.exe (PID: 15148): 0.62%",7691MB,,2669KB
2025-04-10T06:35:09.712335600-06:00,1.52,"VoicemodDesktop.exe (PID: 12044): 3.55%
audiodg.exe (PID: 11700): 2.09%
Discord.exe (PID: 26732): 0.88%
iCloudHome.exe (PID: 15148): 0.75%
EpicGamesLauncher.exe (PID: 4164): 0.49%",7661MB,,711KB
2025-04-10T06:45:09.756797300-06:00,1.51,"VoicemodDesktop.exe (PID: 12044): 3.52%
audiodg.exe (PID: 11700): 2.42%
Discord.exe (PID: 26732): 0.75%
iCloudHome.exe (PID: 15148): 0.65%
EpicGamesLauncher.exe (PID: 4164): 0.56%",7677MB,,702KB
2025-04-10T06:55:09.809983600-06:00,1.52,"VoicemodDesktop.exe (PID: 12044): 3.51%
audiodg.exe (PID: 11700): 2.22%
Discord.exe (PID: 26732): 0.80%
iCloudHome.exe (PID: 15148): 0.73%
explorer.exe (PID: 17988): 0.57%",7677MB,,663KB
2025-04-10T07:05:09.855512-06:00,1.65,"VoicemodDesktop.exe (PID: 12044): 3.04%
audiodg.exe (PID: 11700): 2.52%
Discord.exe (PID: 26732): 1.00%
iCloudHome.exe (PID: 15148): 0.69%
explorer.exe (PID: 17988): 0.55%",7714MB,,1352KB
2025-04-10T07:15:09.901622400-06:00,1.70,"VoicemodDesktop.exe (PID: 12044): 3.99%
audiodg.exe (PID: 11700): 2.18%
Discord.exe (PID: 26732): 0.74%
iCloudHome.exe (PID: 15148): 0.71%
EpicGamesLauncher.exe (PID: 4164): 0.55%",7685MB,,2393KB
2025-04-10T07:25:09.958118600-06:00,4.09,"VoicemodDesktop.exe (PID: 12044): 3.73%
audiodg.exe (PID: 11700): 2.52%
explorer.exe (PID: 17988): 1.45%
Discord.exe (PID: 26732): 0.80%
iCloudHome.exe (PID: 15148): 0.76%",8151MB,,156430KB
2025-04-10T07:35:10.004870400-06:00,2.44,"VoicemodDesktop.exe (PID: 12044): 3.72%
audiodg.exe (PID: 11700): 2.42%
explorer.exe (PID: 17988): 0.96%
Discord.exe (PID: 26732): 0.88%
iCloudHome.exe (PID: 15148): 0.79%",7845MB,,63682KB
2025-04-10T07:45:10.050020300-06:00,1.63,"VoicemodDesktop.exe (PID: 12044): 3.50%
audiodg.exe (PID: 11700): 1.89%
EpicGamesLauncher.exe (PID: 4164): 1.20%
Discord.exe (PID: 26732): 0.82%
iCloudHome.exe (PID: 15148): 0.66%",7775MB,,1481KB
2025-04-10T07:55:10.104741900-06:00,1.84,"VoicemodDesktop.exe (PID: 12044): 4.03%
audiodg.exe (PID: 11700): 2.68%
Discord.exe (PID: 26732): 0.84%
iCloudHome.exe (PID: 15148): 0.72%
EpicGamesLauncher.exe (PID: 4164): 0.48%",7780MB,,1863KB
2025-04-10T08:05:10.154240800-06:00,1.60,"VoicemodDesktop.exe (PID: 12044): 3.30%
audiodg.exe (PID: 11700): 1.68%
Discord.exe (PID: 26732): 0.75%
iCloudHome.exe (PID: 15148): 0.70%
explorer.exe (PID: 17988): 0.68%",7798MB,,1132KB
2025-04-10T08:15:10.203959-06:00,2.40,"VoicemodDesktop.exe (PID: 12044): 3.87%
audiodg.exe (PID: 11700): 3.20%
Discord.exe (PID: 26732): 0.97%
iCloudHome.exe (PID: 15148): 0.65%
EpicGamesLauncher.exe (PID: 4164): 0.52%",7876MB,,967KB
2025-04-10T08:25:10.260121600-06:00,1.65,"VoicemodDesktop.exe (PID: 12044): 3.69%
audiodg.exe (PID: 11700): 1.47%
Discord.exe (PID: 26732): 0.79%
iCloudHome.exe (PID: 15148): 0.70%
EpicGamesLauncher.exe (PID: 4164): 0.56%",7834MB,,769KB
2025-04-10T08:35:10.306617500-06:00,2.04,"VoicemodDesktop.exe (PID: 12044): 3.89%
audiodg.exe (PID: 11700): 3.39%
iCloudHome.exe (PID: 15148): 0.71%
Discord.exe (PID: 26732): 0.71%
explorer.exe (PID: 17988): 0.58%",7741MB,,180653KB
2025-04-10T08:45:10.354309900-06:00,1.53,"VoicemodDesktop.exe (PID: 12044): 4.00%
audiodg.exe (PID: 11700): 1.52%
iCloudHome.exe (PID: 15148): 0.75%
Discord.exe (PID: 26732): 0.73%
explorer.exe (PID: 17988): 0.53%",7702MB,,651KB
2025-04-10T08:55:10.407256400-06:00,1.51,"VoicemodDesktop.exe (PID: 12044): 4.02%
audiodg.exe (PID: 11700): 3.42%
Discord.exe (PID: 26732): 0.76%
iCloudHome.exe (PID: 15148): 0.64%
EpicGamesLauncher.exe (PID: 4164): 0.60%",7742MB,,1910KB
2025-04-10T09:05:10.452967900-06:00,1.77,"VoicemodDesktop.exe (PID: 12044): 3.55%
audiodg.exe (PID: 11700): 1.42%
iCloudHome.exe (PID: 15148): 0.76%
EpicGamesLauncher.exe (PID: 4164): 0.68%
Discord.exe (PID: 26732): 0.66%",7789MB,,20997KB
2025-04-10T09:15:10.500270300-06:00,1.69,"VoicemodDesktop.exe (PID: 12044): 4.14%
audiodg.exe (PID: 11700): 3.41%
Discord.exe (PID: 26732): 0.79%
iCloudHome.exe (PID: 15148): 0.66%
explorer.exe (PID: 17988): 0.60%",7736MB,,666KB
2025-04-10T09:25:10.556479300-06:00,1.61,"VoicemodDesktop.exe (PID: 12044): 3.87%
audiodg.exe (PID: 11700): 1.42%
Discord.exe (PID: 26732): 0.81%
iCloudHome.exe (PID: 15148): 0.68%
EpicGamesLauncher.exe (PID: 4164): 0.60%",7823MB,,853KB
2025-04-10T09:35:10.602661100-06:00,1.53,"VoicemodDesktop.exe (PID: 12044): 3.86%
audiodg.exe (PID: 11700): 3.60%
Discord.exe (PID: 26732): 0.85%
iCloudHome.exe (PID: 15148): 0.66%
EpicGamesLauncher.exe (PID: 4164): 0.51%",7715MB,,565KB
2025-04-10T09:45:10.649998300-06:00,1.55,"VoicemodDesktop.exe (PID: 12044): 4.47%
audiodg.exe (PID: 11700): 1.48%
Discord.exe (PID: 26732): 0.80%
iCloudHome.exe (PID: 15148): 0.72%
explorer.exe (PID: 17988): 0.51%",7717MB,,666KB
